Software,cluster_id_v1,cluster_label_v1,is_noise_like_v1,clustering_method_v1,normalized_name_v2,cluster_id_v2,cluster_label_v2,cluster_size_v2,is_noise_like_v2,clustering_method_v2,cluster_confidence_v2,review_recommended_v2,normalized_name_v3,cluster_id_v3,cluster_label_v3,cluster_size_v3,is_noise_like_v3,clustering_method_v3,cluster_confidence_v3,review_recommended_v3
AMD Catalyst Install Manager,N0036,Amd Catalyst Install Manager,true,singleton_noise_like,amd catalyst install manager,C0234,AMD Catalyst,2,false,family_pattern,0.85,true,amd catalyst install manager,C0234,AMD Catalyst,2,false,v2_preserved,0.85,true
AMD Chipset Software,N0037,Amd Chipset Software,true,singleton_noise_like,amd chipset software,N0030,AMD Chipset Software,1,true,singleton_noise_like,0.00,true,amd chipset software,N0029,AMD Chipset Software,1,true,singleton_noise_like,0.00,true
AMD Settings,N0038,Amd Settings,true,singleton_noise_like,amd settings,C0235,AMD Software,2,false,family_pattern,0.85,true,amd settings,C0235,AMD Software,2,false,v2_preserved,0.85,true
AMD Software,N0039,Amd Software,true,singleton_noise_like,amd software,C0235,AMD Software,2,false,family_pattern,0.85,true,amd software,C0235,AMD Software,2,false,v2_preserved,0.85,true
Anaconda3 2024.10-1 (Python 3.12.7 64-bit),N0040,Anaconda3,true,singleton_noise_like,anaconda3 1 python,N0031,Anaconda3 2024.10-1 (Python 3.12.7 64-bit),1,true,singleton_noise_like,0.00,true,anaconda3 1 python,N0030,Anaconda3 2024.10-1 (Python 3.12.7 64-bit),1,true,singleton_noise_like,0.00,true
Android Studio,N0041,Android Studio,true,singleton_noise_like,android studio,N0032,Android Studio,1,true,singleton_noise_like,0.00,true,android studio,N0031,Android Studio,1,true,singleton_noise_like,0.00,true
Another Redis Desktop Manager,N0042,Another Redis Desktop Manager,true,singleton_noise_like,another redis desktop manager,N0033,Another Redis Desktop Manager,1,true,singleton_noise_like,0.00,true,another redis desktop manager,N0032,Another Redis Desktop Manager,1,true,singleton_noise_like,0.00,true
AntiCheatExpert,N0043,Anticheatexpert,true,singleton_noise_like,anticheatexpert,N0034,AntiCheatExpert,1,true,singleton_noise_like,0.00,true,anticheatexpert,N0033,AntiCheatExpert,1,true,singleton_noise_like,0.00,true
AnxReader 版本,N0044,Anxreader,true,singleton_noise_like,anxreader,N0035,AnxReader 版本,1,true,singleton_noise_like,0.00,true,anxreader,N0034,AnxReader 版本,1,true,singleton_noise_like,0.00,true
AnyDesk,N0045,Anydesk,true,singleton_noise_like,anydesk,N0036,AnyDesk,1,true,singleton_noise_like,0.00,true,anydesk,N0035,AnyDesk,1,true,singleton_noise_like,0.00,true
Apache NetBeans IDE 24,N0046,Apache Netbeans IDE,true,singleton_noise_like,apache netbeans ide 24,N0037,Apache NetBeans IDE 24,1,true,singleton_noise_like,0.00,true,apache netbeans ide 24,N0036,Apache NetBeans IDE 24,1,true,singleton_noise_like,0.00,true
ApexSQL Search,N0047,Apexsql Search,true,singleton_noise_like,apexsql search,N0038,ApexSQL Search,1,true,singleton_noise_like,0.00,true,apexsql search,N0037,ApexSQL Search,1,true,singleton_noise_like,0.00,true
Apifox,N0048,Apifox,true,singleton_noise_like,apifox,N0039,Apifox,1,true,singleton_noise_like,0.00,true,apifox,N0038,Apifox,1,true,singleton_noise_like,0.00,true
Apifox 企业版,N0049,apifox 企业版,true,singleton_noise_like,apifox 企业版,N0040,Apifox 企业版,1,true,singleton_noise_like,0.00,true,apifox 企业版,C0288,Developer / Web Tools,4,false,human_review_cn_category,0.66,true
ApiPost6,N0050,Apipost6,true,singleton_noise_like,apipost6,N0041,ApiPost6,1,true,singleton_noise_like,0.00,true,apipost6,N0039,ApiPost6,1,true,singleton_noise_like,0.00,true
ApiPost7,N0051,Apipost7,true,singleton_noise_like,apipost7,N0042,ApiPost7,1,true,singleton_noise_like,0.00,true,apipost7,N0040,ApiPost7,1,true,singleton_noise_like,0.00,true
AppGallery,N0052,Appgallery,true,singleton_noise_like,appgallery,N0043,AppGallery,1,true,singleton_noise_like,0.00,true,appgallery,N0041,AppGallery,1,true,singleton_noise_like,0.00,true
Apple Mobile Device Support,N0053,Apple Mobile Device Support,true,singleton_noise_like,apple mobile device support,C0236,Apple Support Software,2,false,family_pattern,0.85,true,apple mobile device support,C0236,Apple Support Software,2,false,v2_preserved,0.85,true
Apple Software Update,N0054,Apple Software Update,true,singleton_noise_like,apple software update,C0236,Apple Support Software,2,false,family_pattern,0.85,true,apple software update,C0236,Apple Support Software,2,false,v2_preserved,0.85,true
Apple 应用程序支持 (32 位),C0091,apple 应用程序支持 位,false,exact_normalized,apple 应用程序支持 位,C0091,apple 应用程序支持 位,2,false,v1_exact_preserved,1.00,false,apple 应用程序支持 位,C0091,apple 应用程序支持 位,2,false,v2_preserved,1.00,false
Apple 应用程序支持 (64 位),C0091,apple 应用程序支持 位,false,exact_normalized,apple 应用程序支持 位,C0091,apple 应用程序支持 位,2,false,v1_exact_preserved,1.00,false,apple 应用程序支持 位,C0091,apple 应用程序支持 位,2,false,v2_preserved,1.00,false
ASDA_Soft_V5,N0055,Asda Soft V5,true,singleton_noise_like,asda soft,N0044,ASDA_Soft_V5,1,true,singleton_noise_like,0.00,true,asda soft,N0042,ASDA_Soft_V5,1,true,singleton_noise_like,0.00,true
Asiainfo Security OfficeScan Agent,N0056,Asiainfo Security Officescan Agent,true,singleton_noise_like,asiainfo security officescan agent,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,asiainfo security officescan agent,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
AsiaInfo Security TrustOne,N0057,Asiainfo Security Trustone,true,singleton_noise_like,asiainfo security trustone,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,asiainfo security trustone,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
AsiaInfo Security Vulnerability Protection Agent,N0058,Asiainfo Security Vulnerability Protection Agent,true,singleton_noise_like,asiainfo security vulnerability protection agent,C0204,Asiainfo Security,6,false,family_pattern,0.85,true,asiainfo security vulnerability protection agent,C0204,Asiainfo Security,6,false,v2_preserved,0.85,true
Asian Language And Spelling Dictionaries Support For Adobe Acrobat Reader,N0059,Asian Language And Spelling Dictionaries Support For Adobe Acrobat Reader,true,singleton_noise_like,asian language and spelling dictionaries support for adobe acrobat reader,N0045,Asian Language And Spelling Dictionaries Support For Adobe Acrobat Reader,1,true,singleton_noise_like,0.00,true,asian language and spelling dictionaries support for adobe acrobat reader,N0043,Asian Language And Spelling Dictionaries Support For Adobe Acrobat Reader,1,true,singleton_noise_like,0.00,true
Aspose watermark tool,N0060,Aspose Watermark Tool,true,singleton_noise_like,aspose watermark tool,N0046,Aspose watermark tool,1,true,singleton_noise_like,0.00,true,aspose watermark tool,N0044,Aspose watermark tool,1,true,singleton_noise_like,0.00,true
ATK V HUB,N0061,Atk V Hub,true,singleton_noise_like,atk v hub,N0047,ATK V HUB,1,true,singleton_noise_like,0.00,true,atk v hub,N0045,ATK V HUB,1,true,singleton_noise_like,0.00,true
Atom,N0062,Atom,true,singleton_noise_like,atom,N0048,Atom,1,true,singleton_noise_like,0.00,true,atom,N0046,Atom,1,true,singleton_noise_like,0.00,true
ATRIE,N0063,Atrie,true,singleton_noise_like,atrie,N0049,ATRIE,1,true,singleton_noise_like,0.00,true,atrie,N0047,ATRIE,1,true,singleton_noise_like,0.00,true
aTrust,N0064,Atrust,true,singleton_noise_like,atrust,N0050,aTrust,1,true,singleton_noise_like,0.00,true,atrust,N0048,aTrust,1,true,singleton_noise_like,0.00,true
Audacity,N0065,Audacity,true,singleton_noise_like,audacity,N0051,Audacity,1,true,singleton_noise_like,0.00,true,audacity,N0049,Audacity,1,true,singleton_noise_like,0.00,true
Autodesk Access,N0066,Autodesk Access,true,singleton_noise_like,autodesk access,N0052,Autodesk Access,1,true,singleton_noise_like,0.00,true,autodesk access,N0050,Autodesk Access,1,true,singleton_noise_like,0.00,true
Autodesk DWG TrueView 2016 - English,C0068,Autodesk Dwg Trueview,false,exact_normalized,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v1_exact_preserved,1.00,false,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v2_preserved,1.00,false
Autodesk DWG TrueView 2022 - English,C0068,Autodesk Dwg Trueview,false,exact_normalized,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v1_exact_preserved,1.00,false,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v2_preserved,1.00,false
Autodesk DWG TrueView 2025 - English,C0068,Autodesk Dwg Trueview,false,exact_normalized,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v1_exact_preserved,1.00,false,autodesk dwg trueview,C0068,Autodesk Dwg Trueview,3,false,v2_preserved,1.00,false
Autodesk Identity Manager,N0067,Autodesk Identity Manager,true,singleton_noise_like,autodesk identity manager,N0053,Autodesk Identity Manager,1,true,singleton_noise_like,0.00,true,autodesk identity manager,N0051,Autodesk Identity Manager,1,true,singleton_noise_like,0.00,true
Avaya Application Enablement Services TSAPI Client,N0068,Avaya Application Enablement Services Tsapi Client,true,singleton_noise_like,avaya application enablement services tsapi client,N0054,Avaya Application Enablement Services TSAPI Client,1,true,singleton_noise_like,0.00,true,avaya application enablement services tsapi client,N0052,Avaya Application Enablement Services TSAPI Client,1,true,singleton_noise_like,0.00,true
Avaya Integrated Management Administration Tools 6.0 SP14,N0070,Avaya Integrated Management Administration Tools Sp14,true,singleton_noise_like,avaya integrated management administration tools,C0237,Avaya Integrated Management,2,false,family_pattern,0.85,true,avaya integrated management administration tools,C0237,Avaya Integrated Management,2,false,v2_preserved,0.85,true
Avaya Integrated Management Site Administration,N0071,Avaya Integrated Management Site Administration,true,singleton_noise_like,avaya integrated management site administration,C0237,Avaya Integrated Management,2,false,family_pattern,0.85,true,avaya integrated management site administration,C0237,Avaya Integrated Management,2,false,v2_preserved,0.85,true
Avaya one-X Communicator,N0072,Avaya One X Communicator,true,singleton_noise_like,avaya one x communicator,N0056,Avaya one-X Communicator,1,true,singleton_noise_like,0.00,true,avaya one x communicator,N0053,Avaya one-X Communicator,1,true,singleton_noise_like,0.00,true
Avaya_CRM_Call_Exe,N0069,Avaya Crm Call Exe,true,singleton_noise_like,avaya crm call exe,N0055,Avaya_CRM_Call_Exe,1,true,singleton_noise_like,0.00,true,avaya crm call exe,N0054,Avaya_CRM_Call_Exe,1,true,singleton_noise_like,0.00,true
Avidemux VC++ 64bits,N0073,Avidemux Vc++ 64bits,true,singleton_noise_like,avidemux vc++,N0057,Avidemux VC++ 64bits,1,true,singleton_noise_like,0.00,true,avidemux vc++,N0055,Avidemux VC++ 64bits,1,true,singleton_noise_like,0.00,true
AWS Command Line Interface v2,N0074,Aws Command Line Interface,true,singleton_noise_like,aws command line interface,N0058,AWS Command Line Interface v2,1,true,singleton_noise_like,0.00,true,aws command line interface,N0056,AWS Command Line Interface v2,1,true,singleton_noise_like,0.00,true
AWS Plug-In for Veeam Backup & Replication,N0075,Aws Plug In For Veeam Backup Replication,true,singleton_noise_like,aws plug in for veeam backup & replication,N0059,AWS Plug-In for Veeam Backup & Replication,1,true,singleton_noise_like,0.00,true,aws plug in for veeam backup & replication,N0057,AWS Plug-In for Veeam Backup & Replication,1,true,singleton_noise_like,0.00,true
Axure RP 10,C0092,Axure Rp,false,exact_normalized,axure rp,C0092,Axure Rp,2,false,v1_exact_preserved,1.00,false,axure rp,C0092,Axure Rp,2,false,v2_preserved,1.00,false
Axure RP 11,C0092,Axure Rp,false,exact_normalized,axure rp,C0092,Axure Rp,2,false,v1_exact_preserved,1.00,false,axure rp,C0092,Axure Rp,2,false,v2_preserved,1.00,false
Azure Data Studio,N0076,Azure Data Studio,true,singleton_noise_like,azure data studio,N0060,Azure Data Studio,1,true,singleton_noise_like,0.00,true,azure data studio,N0058,Azure Data Studio,1,true,singleton_noise_like,0.00,true
B50 打印机驱动,N0077,b50 打印机驱动,true,singleton_noise_like,b50 打印机驱动,N0061,B50 打印机驱动,1,true,singleton_noise_like,0.00,true,b50 打印机驱动,C0289,Printer Drivers/Utilities,5,false,human_review_cn_category,0.70,true
Baidu IME,N0078,Baidu Ime,true,singleton_noise_like,baidu ime,N0062,Baidu IME,1,true,singleton_noise_like,0.00,true,baidu ime,N0059,Baidu IME,1,true,singleton_noise_like,0.00,true
balenaEtcher,N0079,Balenaetcher,true,singleton_noise_like,balenaetcher,N0063,balenaEtcher,1,true,singleton_noise_like,0.00,true,balenaetcher,N0060,balenaEtcher,1,true,singleton_noise_like,0.00,true
Bambu Studio,N0080,Bambu Studio,true,singleton_noise_like,bambu studio,N0064,Bambu Studio,1,true,singleton_noise_like,0.00,true,bambu studio,N0061,Bambu Studio,1,true,singleton_noise_like,0.00,true
Bandizip,N0081,Bandizip,true,singleton_noise_like,bandizip,N0065,Bandizip,1,true,singleton_noise_like,0.00,true,bandizip,N0062,Bandizip,1,true,singleton_noise_like,0.00,true
BCMNetSignCNG v2.0.2.1,C0057,Netsigncng,false,conservative_fuzzy_merge,bcmnetsigncng,C0057,Netsigncng,4,false,v1_exact_preserved,1.00,false,bcmnetsigncng,C0057,Netsigncng,4,false,v2_preserved,1.00,false
BCMNetSignCNG v2.0.2.2,C0057,Netsigncng,false,conservative_fuzzy_merge,bcmnetsigncng,C0057,Netsigncng,4,false,v1_exact_preserved,1.00,false,bcmnetsigncng,C0057,Netsigncng,4,false,v2_preserved,1.00,false
Beats filebeat 8.9.1 (x86_64),N0082,Beats Filebeat,true,singleton_noise_like,beats filebeat 64,N0066,Beats filebeat 8.9.1 (x86_64),1,true,singleton_noise_like,0.00,true,beats filebeat 64,N0063,Beats filebeat 8.9.1 (x86_64),1,true,singleton_noise_like,0.00,true
Beyond Compare,N0083,Beyond Compare,true,singleton_noise_like,beyond compare,N0067,Beyond Compare,1,true,singleton_noise_like,0.00,true,beyond compare,N0064,Beyond Compare,1,true,singleton_noise_like,0.00,true
BHostClient版本,N0084,bhostclient版本,true,singleton_noise_like,bhostclient版本,N0068,BHostClient版本,1,true,singleton_noise_like,0.00,true,bhostclient版本,N0065,BHostClient版本,1,true,singleton_noise_like,0.00,true
Bigemap GIS Office,N0085,Bigemap Gis Office,true,singleton_noise_like,bigemap gis office,N0069,Bigemap GIS Office,1,true,singleton_noise_like,0.00,true,bigemap gis office,N0066,Bigemap GIS Office,1,true,singleton_noise_like,0.00,true
Bitwarden,N0086,Bitwarden,true,singleton_noise_like,bitwarden,N0070,Bitwarden,1,true,singleton_noise_like,0.00,true,bitwarden,N0067,Bitwarden,1,true,singleton_noise_like,0.00,true
BIXOLON Net Configuration Setup,N0087,Bixolon Net Configuration Setup,true,singleton_noise_like,bixolon net configuration setup,N0071,BIXOLON Net Configuration Setup,1,true,singleton_noise_like,0.00,true,bixolon net configuration setup,N0068,BIXOLON Net Configuration Setup,1,true,singleton_noise_like,0.00,true
BizConf Video,N0088,Bizconf Video,true,singleton_noise_like,bizconf video,N0072,BizConf Video,1,true,singleton_noise_like,0.00,true,bizconf video,N0069,BizConf Video,1,true,singleton_noise_like,0.00,true
BJCA OTGKeyHid(AK5018-D) CSP驱动,N0089,bjca otgkeyhid ak5018 d csp驱动,true,singleton_noise_like,bjca otgkeyhid ak5018 d csp驱动,N0073,BJCA OTGKeyHid(AK5018-D) CSP驱动,1,true,singleton_noise_like,0.00,true,bjca otgkeyhid ak5018 d csp驱动,C0290,BJCA Certificate/UKey Middleware,6,false,human_review_cn_ca_ukey,0.86,true
BlueJeans,N0090,Bluejeans,true,singleton_noise_like,bluejeans,N0074,BlueJeans,1,true,singleton_noise_like,0.00,true,bluejeans,N0070,BlueJeans,1,true,singleton_noise_like,0.00,true
BMC Remedy Action Request System 20.02.00 Install 1,C0069,Bmc Remedy Action Request System Install,false,exact_normalized,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v1_exact_preserved,1.00,false,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v2_preserved,1.00,false
BMC Remedy Action Request System 9.0.01 Install 1,C0069,Bmc Remedy Action Request System Install,false,exact_normalized,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v1_exact_preserved,1.00,false,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v2_preserved,1.00,false
BMC Remedy Action Request System 9.1.00 Install 1,C0069,Bmc Remedy Action Request System Install,false,exact_normalized,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v1_exact_preserved,1.00,false,bmc remedy action request system install,C0069,Bmc Remedy Action Request System Install,3,false,v2_preserved,1.00,false
boardmix,N0091,Boardmix,true,singleton_noise_like,boardmix,N0075,boardmix,1,true,singleton_noise_like,0.00,true,boardmix,N0071,boardmix,1,true,singleton_noise_like,0.00,true
Bonjour,N0092,Bonjour,true,singleton_noise_like,bonjour,N0076,Bonjour,1,true,singleton_noise_like,0.00,true,bonjour,N0072,Bonjour,1,true,singleton_noise_like,0.00,true
Boris FX Continuum 2019 Plug-ins 12 for Corel VideoStudio 2019,N0093,Boris Fx Continuum Plug Ins For Corel Videostudio,true,singleton_noise_like,boris fx continuum 2019 plug ins 12 for corel videostudio 2019,N0077,Boris FX Continuum 2019 Plug-ins 12 for Corel VideoStudio 2019,1,true,singleton_noise_like,0.00,true,boris fx continuum 2019 plug ins 12 for corel videostudio 2019,N0073,Boris FX Continuum 2019 Plug-ins 12 for Corel VideoStudio 2019,1,true,singleton_noise_like,0.00,true
boss-zhipin,N0094,Boss Zhipin,true,singleton_noise_like,boss zhipin,N0078,boss-zhipin,1,true,singleton_noise_like,0.00,true,boss zhipin,N0074,boss-zhipin,1,true,singleton_noise_like,0.00,true
Brother MFL-Pro Suite DCP-J140W,N0095,Brother Mfl Pro Suite Dcp J140w,true,singleton_noise_like,brother mfl pro suite dcp j140w,C0238,Brother Mfl-pro Suite,2,false,family_pattern,0.85,true,brother mfl pro suite dcp j140w,C0238,Brother Mfl-pro Suite,2,false,v2_preserved,0.85,true
Brother MFL-Pro Suite MFC-7860DN,N0096,Brother Mfl Pro Suite Mfc 7860dn,true,singleton_noise_like,brother mfl pro suite mfc 7860dn,C0238,Brother Mfl-pro Suite,2,false,family_pattern,0.85,true,brother mfl pro suite mfc 7860dn,C0238,Brother Mfl-pro Suite,2,false,v2_preserved,0.85,true
Brother P-touch Editor,N0097,Brother P Touch Editor,true,singleton_noise_like,brother p touch editor,C0239,Brother P-touch,2,false,family_pattern,0.85,true,brother p touch editor,C0239,Brother P-touch,2,false,v2_preserved,0.85,true
Brother P-touch Update Software,N0098,Brother P Touch Update Software,true,singleton_noise_like,brother p touch update software,C0239,Brother P-touch,2,false,family_pattern,0.85,true,brother p touch update software,C0239,Brother P-touch,2,false,v2_preserved,0.85,true
Brother Printer Setting Tool,N0099,Brother Printer Setting Tool,true,singleton_noise_like,brother printer setting tool,N0079,Brother Printer Setting Tool,1,true,singleton_noise_like,0.00,true,brother printer setting tool,N0075,Brother Printer Setting Tool,1,true,singleton_noise_like,0.00,true
